Date,rstar (filtered),g (filtered),z (filtered),output gap (filtered),,All results are output from the Stage 3 model.,,,,,,,,,,,,,Standard Errors,Date,y*,r*,g,,rrgap,,Date,rstar (smoothed),g (smoothed),z (smoothed),output gap (smoothed)
2000-01-01,-1.10733152215985,1.32436555192003,-2.43169707407987,-0.410274262247526,,,,,,,,,,,,,,,,,,,,,0.947575463159849,,2000-01-01,-3.78793736039455,1.34558052853799,-5.13351788893253,-0.775744738201638
2000-04-01,-1.34694636646361,1.3160815414128,-2.66302790787641,-0.446628707676609,,,,,,,,,,,,,,,,,,,,,1.18948132446361,,2000-04-01,-3.88833298670289,1.34576335014691,-5.2340963368498,-0.789785662033808
2000-07-01,-2.27341348202477,1.21711070025832,-3.49052418228309,-0.674854380050931,,,,,,,,,,,,,,,,,,,,,2.22230659502477,,2000-07-01,-3.93233061045175,1.34684049057663,-5.27917110102838,-1.10897440055595
2000-10-01,-4.13123812569079,1.31575213529883,-5.44699026098962,-1.06148029417301,,,,,,,,,,,,,,,,,,,,,4.22224079669079,,2000-10-01,-3.95423180157138,1.35353101189007,-5.30776281346146,-0.86475094815944
2001-01-01,-2.86869628478657,1.40681343863972,-4.27550972342629,-0.722607542033415,,,,,,,,,,,,,,,,,,,,,2.99353786478657,,2001-01-01,-4.07589951953008,1.3562922487319,-5.43219176826198,-0.530975771575015
2001-04-01,-3.33517715551564,1.31576557174409,-4.65094272725973,-0.853870391306202,,,,,,,,,,,,,,,,,,,,,3.32360304551564,,2001-04-01,-4.22150014058296,1.35392681637361,-5.57542695695657,-0.807477492130545
2001-07-01,-3.71168074517014,1.04501190273765,-4.75669264790779,-1.01505868447663,,,,,,,,,,,,,,,,,,,,,3.86672604517014,,2001-07-01,-4.18014521503328,1.3572672477903,-5.53741246282358,-1.64648293847142
2001-10-01,-4.59678155082354,0.962098812089409,-5.55888036291295,-1.23099072594783,,,,,,,,,,,,,,,,,,,,,4.81777593582354,,2001-10-01,-3.91389146816607,1.37548993348038,-5.28938140164645,-1.96375365203136
2002-01-01,-4.02597192566678,0.945267771170693,-4.97123969683748,-1.08526936691584,,,,,,,,,,,,,,,,,,,,,4.57398425166678,,2002-01-01,-3.5378919319653,1.39963132075613,-4.93752325272142,-2.04997034500082
2002-04-01,-4.08818431274762,1.12248795091526,-5.21067226366289,-1.03574285450804,,,,,,,,,,,,,,,,,,,,,4.60716382274762,,2002-04-01,-3.18412617925199,1.42514384729808,-4.60927002655007,-1.57325805202942
2002-07-01,-3.29256594279417,1.19985249251231,-4.49241843530647,-0.825426859314234,,,,,,,,,,,,,,,,,,,,,4.05404315779417,,2002-07-01,-2.91931302499545,1.44254984431157,-4.36186286930702,-1.36179981514226
2002-10-01,-3.76947875175865,1.23709262952034,-5.00657138127899,-0.932498514260431,,,,,,,,,,,,,,,,,,,,,4.35053811075865,,2002-10-01,-2.67744999704171,1.45627990730441,-4.13372990434613,-1.31061813489828
2003-01-01,-3.04370891707187,1.12921999140168,-4.17292890847355,-0.802455573146517,,,,,,,,,,,,,,,,,,,,,3.86018204307187,,2003-01-01,-2.36102584263274,1.46936193227816,-3.8303877749109,-1.66687940225057
2003-04-01,-1.35609296884081,1.28731206483423,-2.64340503367504,-0.363078761624081,,,,,,,,,,,,,,,,,,,,,2.09168188584081,,2003-04-01,-2.02835462415889,1.4879024982374,-3.51625712239628,-1.19513105130568
2003-07-01,-1.41286976652098,1.31372991959212,-2.72659968611309,-0.380845105249421,,,,,,,,,,,,,,,,,,,,,2.18920873452098,,2003-07-01,-1.75929076666204,1.49807656174241,-3.25736732840445,-1.16779677849905
2003-10-01,-0.829663205931487,1.45020295762282,-2.27986616355431,-0.214345160938308,,,,,,,,,,,,,,,,,,,,,1.46913202993149,,2003-10-01,-1.53976590101297,1.50703770033322,-3.04680360134619,-0.778964172063809
2004-01-01,-1.18458525984191,1.61534792963833,-2.79993318948024,-0.26148531830961,,,,,,,,,,,,,,,,,,,,,1.65738599384191,,2004-01-01,-1.45806590956306,1.50851526487834,-2.9665811744414,-0.310630700740887
